[09:49:57 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('AUD3I010', '&pageCode=AUD3I010&subPageCode=&systemCode=1&pccCivilGen=1353665978&toPersonId=1489900129401', '2024-03-06', '1', '26034')
[17:14:40 ::1]  () :insert into WH_CIVIL_TRANSACTION (SETUP_DATE, DOSS, SEND_DATE, FROM_DEPT, RECV_DOSS_DATE, TO_DEPT, PROCESS_DESC, REMARK, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2013-11-21', 'ส่งให้ศาลอื่นบังคับคดีแทน', '2017-11-27', 'งานบังคับคดี สำนักงานบังคับคดีแพ่งกรุงเทพมหานคร 1', '2017-11-27', 'งานการบัญชีและการเงิน สำนักงานบังคับคดีแพ่งกรุงเทพมหานคร 1', 'ทำบัญชีแสดงรายการรับ - จ่าย สำนวนยึด', '', '3927', '8427', '58570', '86083', '28456')
[17:14:42 ::1]  () :delete from WH_CIVIL_EDOC where 1=1 and WH_CIVIL_ID = '3927' and PCC_CASE_RECV_GEN = '86083'
[17:14:42 ::1]  () :insert into WH_CIVIL_DOSS (ACCOUNT_NO, DOSS_CONTROL, DOSS_CONTROL_GEN, DOSS_CODE, DOSS_OWNER_ID, DOSS_OWNER_NAME, DOSS_REV_NO, DOSS_REV_YEAR, DOSS_DEPT_CODE, DOSS_DEPT_NAME, WH_CIVIL_ID, PCC_CASE_RECV_GEN, DOSS_ID) values ('5710000615', 'ยึด', '60267', '101', '', '', '6975', '2556', '0902010800000', 'สำนักงานบังคับคดีจังหวัดปทุมธานี สาขาธัญบุรี', '3927', '147633', '8428')
[17:14:42 ::1]  () :delete from WH_CIVIL_ROUTE where 1=1 and WH_CIVIL_ID = '3927' and DOSS_CONTROL_GEN = '60267'
[17:14:42 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1314714', '2013-11-27', '00:00:00', 'ตั้งสำนวนยึด', '3927', '8428', '60267', '147633', '439731')
[17:14:43 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1314773', '2013-11-27', '00:00:00', 'ตั้งเลขบัญชี เลขที่ 5710000615', '3927', '8428', '60267', '147633', '439732')
[17:14:43 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1314795', '2013-11-27', '00:00:00', 'ออกใบเสร็จ เลขที่ 059/0009387 วันที่ 28 พฤศจิกายน พ.ศ.2556', '3927', '8428', '60267', '147633', '439733')
[17:14:43 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1315044', '2013-11-27', '00:00:00', 'จ่ายคิว', '3927', '8428', '60267', '147633', '439734')
[17:14:43 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1315045', '2013-11-27', '00:00:00', 'กำหนดนางสาวพจนีย์ ใจยิ้มเป็นเจ้าของสำนวนคดีหมายเลขแดงที่ ผบ3662/2555', '3927', '8428', '60267', '147633', '439735')
[17:14:44 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1315056', '2013-11-27', '00:00:00', 'บันทึกคำร้องขอ ยึดสิ่งปลูกสร้าง, ที่ดิน', '3927', '8428', '60267', '147633', '439736')
[17:14:44 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1315064', '2013-11-27', '00:00:00', 'เก็บเอกสารสิทธิ์ ที่ดิน ชนิดเอกสารสิทธิ์ โฉนด เลขที่เอกสารสิทธิ์ 1879/2556 โฉนด', '3927', '8428', '60267', '147633', '439737')
[17:14:44 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1315194', '2013-11-27', '00:00:00', 'ยืนยันการยึด ที่ดิน แปลงที่ 1 โฉนด เลขที่ 9014 เลขที่ดิน 45 หน้าสำรวจ 2511 เล่มที่ 91 เลขหน้า 14 ตำบลคูคต(คลองหกวาสายล่างฝั่งเหนือ) อำเภอลำลูกกา จังหวัดปทุมธานี(ธัญบุรี)', '3927', '8428', '60267', '147633', '439738')
[17:14:44 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1315195', '2013-11-27', '00:00:00', 'ยืนยันการยึด สิ่งปลูกสร้าง สิ่งปลูกสร้างเลขที่ 73/28 ตำบลคูคต อำเภอลำลูกกา จังหวัดปทุมธานี', '3927', '8428', '60267', '147633', '439739')
[17:14:44 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1327663', '2013-11-29', '00:00:00', 'ออกใบสั่งจ่าย เลขที่ 032/0007872 วันที่ 29 พฤศจิกายน พ.ศ.2556', '3927', '8428', '60267', '147633', '439740')
[17:14:44 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1358114', '2013-12-06', '00:00:00', ' วันที่ 06/12/2556 ออกเพื่อดำเนินการ รอผลหมาย (ยึด)', '3927', '8428', '60267', '147633', '439741')
[17:14:45 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1483814', '2013-12-26', '00:00:00', 'ยืนยันการยึด ที่ดิน แปลงที่ 1 โฉนด เลขที่ 9014 เลขที่ดิน 45 หน้าสำรวจ 2511 เล่มที่ 91 เลขหน้า 14 ตำบลคูคต(คลองหกวาสายล่างฝั่งเหนือ) อำเภอลำลูกกา จังหวัดปทุมธานี(ธัญบุรี)', '3927', '8428', '60267', '147633', '439742')
[17:14:45 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1483815', '2013-12-26', '00:00:00', 'ยืนยันการยึด สิ่งปลูกสร้าง สิ่งปลูกสร้างเลขที่ 73/28 ตำบลคูคต อำเภอลำลูกกา จังหวัดปทุมธานี', '3927', '8428', '60267', '147633', '439743')
[17:14:45 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1484351', '2013-12-26', '00:00:00', ' วันที่ 26/12/2556 ออกเพื่อดำเนินการ เสนอตรวจสอบผลการยึด/ขอขาย', '3927', '8428', '60267', '147633', '439744')
[17:14:46 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2343870', '2014-05-14', '00:00:00', 'วันที่ศาลมีคำสั่ง 01/05/2557 ศาลแพ่ง ศาลชั้นต้น เรื่อง ขออนุญาตขายทอดตลาด ผลการพิจารณา อนุญาต', '3927', '8428', '60267', '147633', '439745')
[17:14:46 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2449468', '2014-05-27', '00:00:00', 'ศาลมีคำสั่งอนุญาตขาย ที่ดิน แปลงที่ 1 โฉนด เลขที่ 9014 เลขที่ดิน 45 หน้าสำรวจ 2511 เล่มที่ 91 เลขหน้า 14 ตำบลคูคต(คลองหกวาสายล่างฝั่งเหนือ) อำเภอลำลูกกา จังหวัดปทุมธานี(ธัญบุรี)', '3927', '8428', '60267', '147633', '439746')
[17:14:46 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2449469', '2014-05-27', '00:00:00', 'ส่ง ที่ดิน แปลงที่ 1 โฉนด เลขที่ 9014 เลขที่ดิน 45 หน้าสำรวจ 2511 เล่มที่ 91 เลขหน้า 14 ตำบลคูคต(คลองหกวาสายล่างฝั่งเหนือ) อำเภอลำลูกกา จังหวัดปทุมธานี(ธัญบุรี)เพื่อขายทอดตลาด', '3927', '8428', '60267', '147633', '439747')
[17:14:47 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2449470', '2014-05-27', '00:00:00', 'ศาลมีคำสั่งอนุญาตขาย สิ่งปลูกสร้าง สิ่งปลูกสร้างเลขที่ 73/28 ตำบลคูคต อำเภอลำลูกกา จังหวัดปทุมธานี', '3927', '8428', '60267', '147633', '439748')
[17:14:47 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2449471', '2014-05-27', '00:00:00', 'ส่ง สิ่งปลูกสร้าง สิ่งปลูกสร้างเลขที่ 73/28 ตำบลคูคต อำเภอลำลูกกา จังหวัดปทุมธานีเพื่อขายทอดตลาด', '3927', '8428', '60267', '147633', '439749')
[17:14:47 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2509841', '2014-06-03', '00:00:00', 'แปลงที่ 1 โฉนด เลขที่ 9014 เลขที่ดิน 45 หน้าสำรวจ 2511 เล่มที่ 91 เลขหน้า 14 ตำบลคูคต(คลองหกวาสายล่างฝั่งเหนือ) อำเภอลำลูกกา จังหวัดปทุมธานี(ธัญบุรี) ปลอดจำนอง', '3927', '8428', '60267', '147633', '439750')
[17:14:47 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2509842', '2014-06-03', '00:00:00', 'สิ่งปลูกสร้างเลขที่ 73/28 ตำบลคูคต อำเภอลำลูกกา จังหวัดปทุมธานี ปลอดจำนอง', '3927', '8428', '60267', '147633', '439751')
[17:14:47 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2509844', '2014-06-03', '00:00:00', 'ร่างประกาศ สำนวนคดีหมายเลขแดงที่ ผบ3662/2555', '3927', '8428', '60267', '147633', '439752')
[17:14:47 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2509889', '2014-06-03', '00:00:00', 'กำหนดหลักประกัน ที่ดินพร้อมสิ่งปลูกสร้าง( 73/28 ) ', '3927', '8428', '60267', '147633', '439753')
[17:14:48 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2509906', '2014-06-03', '00:00:00', 'กำหนดสถานที่จำหน่าย ที่ดินพร้อมสิ่งปลูกสร้าง( 73/28 ) ', '3927', '8428', '60267', '147633', '439754')
[17:14:48 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2528871', '2014-06-04', '00:00:00', 'จัดล๊อต 23/2557 ชุด 23 ที่ดินพร้อมสิ่งปลูกสร้าง เลขที่โฉนด 9014 ,ตั้งอยู่เลขที่ 73/28 ขายวันที่3 กันยายน 2557,24 กันยายน 2557,15 ตุลาคม 2557,5 พฤศจิกายน 2557', '3927', '8428', '60267', '147633', '439755')
[17:14:48 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2529324', '2014-06-04', '00:00:00', 'ส่งให้ฝ่ายพิมพ์ประกาศล็อต 23/2557 ชุด 23 ', '3927', '8428', '60267', '147633', '439756')
[17:14:48 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2530096', '2014-06-05', '00:00:00', 'กำหนดรูปแบบประกาศ ของสำนวนคดีหมายเลขแดงที่ ผบ3662/2555', '3927', '8428', '60267', '147633', '439757')
[17:14:48 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('2530141', '2014-06-05', '00:00:00', ' วันที่ 05/06/2557 ออกเพื่อดำเนินการ เข้าร่างขายชุดที่ 23/57', '3927', '8428', '60267', '147633', '439758')
[17:14:49 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('4434828', '2014-12-16', '00:00:00', 'จัดล๊อต 8/2558 ชุด 8 ที่ดินพร้อมสิ่งปลูกสร้าง เลขที่โฉนด 9014 ,ตั้งอยู่เลขที่ 73/28 ขายวันที่18 มีนาคม 2558,8 เมษายน 2558,29 เมษายน 2558,20 พฤษภาคม 2558', '3927', '8428', '60267', '147633', '439759')
[17:14:49 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('4435131', '2014-12-16', '00:00:00', 'ส่งให้ฝ่ายพิมพ์ประกาศล็อต 8/2558 ชุด 8 ', '3927', '8428', '60267', '147633', '439760')
[17:14:49 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('4435494', '2014-12-17', '00:00:00', 'กำหนดรูปแบบประกาศ ของสำนวนคดีหมายเลขแดงที่ ผบ3662/2555', '3927', '8428', '60267', '147633', '439761')
[17:14:49 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('5052460', '2015-02-14', '00:00:00', ' วันที่ 16/02/2558 ออกเพื่อดำเนินการ ส่งเบิกค่าป่วย', '3927', '8428', '60267', '147633', '439762')
[17:14:50 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('6380183', '2015-06-16', '00:00:00', ' วันที่ 16/06/2558 ออกเพื่อดำเนินการ หมายเรียกโจทก์วางเงินฯ', '3927', '8428', '60267', '147633', '439763')
[17:14:50 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('6532303', '2015-06-25', '00:00:00', ' วันที่ 25/06/2558 ออกเพื่อดำเนินการ เก็บชั้นขาย', '3927', '8428', '60267', '147633', '439764')
[17:14:50 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('6785661', '2015-07-16', '00:00:00', ' วันที่ 16/07/2558 ออกเพื่อดำเนินการ ผู้แทนโจทก์(ณรงค์ศักดิ์) แถลงวางเงินค่าใช้จ่าย 5000.- สำนวนเสนอนิติกร', '3927', '8428', '60267', '147633', '439765')
[17:14:50 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('6785873', '2015-07-16', '00:00:00', 'ออกใบเสร็จ เลขที่ 025/0009399 วันที่ 16 กรกฎาคม พ.ศ.2558', '3927', '8428', '60267', '147633', '439766')
[17:14:50 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('7732635', '2015-09-28', '00:00:00', 'จัดล๊อต 26/2558 ชุด 26 ที่ดินพร้อมสิ่งปลูกสร้าง เลขที่โฉนด 9014 ,ตั้งอยู่เลขที่ 73/28 ขายวันที่18 ธันวาคม 2558,8 มกราคม 2559,29 มกราคม 2559,19 กุมภาพันธ์ 2559', '3927', '8428', '60267', '147633', '439767')
[17:14:50 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('7764947', '2015-09-30', '14:02:33', 'ส่งให้ฝ่ายพิมพ์ประกาศล็อต 26/2558 ชุด 26 ', '3927', '8428', '60267', '147633', '439768')
[17:14:51 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('8314988', '2015-11-09', '00:00:00', 'ออกใบสั่งจ่าย เลขที่ 092/0005763 วันที่ 9 พฤศจิกายน พ.ศ.2558', '3927', '8428', '60267', '147633', '439769')
[17:14:51 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('8847725', '2015-12-18', '11:52:51', ' วันที่ 18/12/2558 ออกเพื่อดำเนินการ ส่งฟร้อนต์', '3927', '8428', '60267', '147633', '439770')
[17:14:51 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('8858493', '2015-12-18', '00:00:00', ' วันที่ 18/12/2558 ออกเพื่อดำเนินการ คืนเจ้าของสำนวน', '3927', '8428', '60267', '147633', '439771')
[17:14:51 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('9418681', '2016-02-01', '08:50:37', ' วันที่ 01/02/2559 ออกเพื่อดำเนินการ สำนวนอยู่โต๊ะ(พจนีย์)', '3927', '8428', '60267', '147633', '439772')
[17:14:51 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('10157874', '2016-03-17', '00:00:00', ' วันที่ 17/03/2559 ออกเพื่อดำเนินการ รอร่างขาย', '3927', '8428', '60267', '147633', '439773')
[17:14:52 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('10211398', '2016-03-22', '10:08:40', 'กำหนดรูปแบบประกาศ ของสำนวนคดีหมายเลขแดงที่ ผบ3662/2555', '3927', '8428', '60267', '147633', '439774')
[17:14:52 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('10212110', '2016-03-22', '10:21:17', ' วันที่ 22/03/2559 ออกเพื่อดำเนินการ เสนอร่างขายชุดที่ 12/59', '3927', '8428', '60267', '147633', '439775')
[17:14:52 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('10423295', '2016-04-04', '13:57:50', 'กำหนดรูปแบบประกาศ ของสำนวนคดีหมายเลขแดงที่ ผบ3662/2555', '3927', '8428', '60267', '147633', '439776')
[17:14:52 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('10423340', '2016-04-04', '00:00:00', 'จัดล๊อต 12/2559 ชุด 12/59 ที่ดินพร้อมสิ่งปลูกสร้าง เลขที่โฉนด 9014 ,ตั้งอยู่เลขที่ 73/28 ขายวันที่24 มิถุนายน 2559,15 กรกฎาคม 2559,5 สิงหาคม 2559,26 สิงหาคม 2559', '3927', '8428', '60267', '147633', '439777')
[17:14:53 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('10430920', '2016-04-04', '00:00:00', 'ส่งให้ฝ่ายพิมพ์ประกาศล็อต 12/2559 ชุด 12/59 ', '3927', '8428', '60267', '147633', '439778')
[17:14:53 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('10524368', '2016-04-11', '00:00:00', 'รับประกาศล็อต 12/2559 ชุด 12/59 ', '3927', '8428', '60267', '147633', '439779')
[17:14:53 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('11068394', '2016-05-20', '00:00:00', 'วันที่ 20/05/2559 ออกเลขบัญชีเดินประกาศ ของสำนวนคดีหมายเลขแดงที่ ผบ3662/2555 ที่ส่งถึง นายไพโรจน์ สมลา (จำเลยที่ 1),นายประธาณ จิระรัตนาภรณ์ (ผู้รับมอบอำนาจ),สำนักงานบังคับคดีจังหวัดปทุมธานี สาขาธัญบุรี เลขที่ 671 – 674 ถนนพหลโยธิน ตำบลคูคต อำเภอลำลูกกา จังหวัดปทุมธานี (สถานที่จำหน่าย),ที่ดินโฉนด เลขที่ 9014 (สถานที่ตั้งทรัพย์(อสังหาริมทรัพย์)),สำนักงานที่ดินจังหวัดปทุมธานี สาขาลำลูกกา (สำนักงานที่ดิน),', '3927', '8428', '60267', '147633', '439780')
[17:14:53 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('11068395', '2016-05-20', '00:00:00', 'วันที่ 20/05/2559 พิมพ์บัญชีเดินประกาศ ของสำนวนคดีหมายเลขแดงที่ ผบ3662/2555 ที่ส่งถึงนายไพโรจน์ สมลา (จำเลยที่ 1)', '3927', '8428', '60267', '147633', '439781')
